Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,7.28,7.28,2,7.39,7.39,3,7.49,7.49,4,7.69,7.69
1,9.75,17.03,2,9.71,17.10,3,9.70,17.19,4,9.62,17.31
1,9.17,26.20,2,9.19,26.29,3,9.21,26.40,4,9.20,26.51
1,9.07,35.27,2,9.07,35.36,3,9.06,35.46,4,9.09,35.60
1,9.19,44.458,2,9.16,44.517,3,9.20,44.652,4,9.15,44.742
