Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
3,7.070,7.070,2,7.000,7.000,1,6.950,6.950,4,7.120,7.120
4,9.540,16.610,2,9.340,16.340,1,9.290,16.250,3,9.430,16.560
3,8.870,25.490,4,24.020,40.370,1,8.890,25.150,2,8.890,25.450
3,9.040,34.530,4,19.120,59.490,1,9.110,34.260,2,8.920,34.380
2,9.150,43.690,4,11.780,1:11.280,1,9.280,43.550,3,9.370,43.760
