WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,LIM Kyoung Won POSITION,LIM Kyoung Won LAP TIME,LIM Kyoung Won ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
1,6.92,6.92,4,7.15,7.15,2,7.09,7.09,3,7.12,7.12
1,8.74,15.66,3,8.95,16.10,4,9.09,16.18,2,8.70,15.82
1,8.24,23.90,3,8.43,24.53,4,8.66,24.84,2,8.20,24.02
1,8.27,32.17,3,8.35,32.88,4,8.30,33.14,2,8.30,32.32
1,8.50,40.649,3,,41.382,4,,41.384,2,8.63,40.930
