Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME
3,7.937,7.937,1,7.611,7.611,2,7.792,7.792,4,8.344,8.344
4,10.186,18.122,1,9.580,17.190,2,9.469,17.260,3,9.648,17.991
4,8.940,27.062,1,9.261,26.450,2,9.263,26.523,3,9.052,27.043
4,9.342,36.404,1,9.427,35.877,2,9.466,35.989,3,9.329,36.371
4,9.48,45.877,1,9.60,45.469,3,9.66,45.648,2,9.19,45.561
