Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
1,6.68,6.68,3,7.09,7.09,4,7.19,7.19,2,6.97,6.97
1,9.20,15.88,3,9.24,16.33,0,,,2,9.22,16.19
1,8.67,24.55,3,8.81,25.15,0,,,2,8.81,25.01
1,8.82,33.38,2,8.62,33.78,0,,,3,8.79,33.80
1,9.22,42.593,2,9.24,43.020,0,,DNF,3,20.16,53.956
