Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
2,13.33,13.33,4,13.53,13.53,1,13.30,13.30,3,13.36,13.36
1,10.42,23.75,4,10.46,23.99,2,10.50,23.80,3,10.49,23.85
1,10.61,34.36,4,10.71,34.70,2,10.64,34.44,3,10.70,34.55
2,10.61,44.97,4,10.31,45.01,1,10.48,44.92,3,10.45,45.00
1,9.94,54.91,4,10.28,55.29,2,10.23,55.15,3,10.21,55.21
1,9.94,1:04.85,3,9.91,1:05.20,4,10.10,1:05.25,2,9.98,1:05.19
1,9.73,1:14.58,3,9.60,1:14.80,4,9.64,1:14.89,2,9.48,1:14.67
1,9.66,1:24.24,3,9.81,1:24.61,4,10.06,1:24.95,2,9.82,1:24.49
2,10.21,1:34.445,3,9.92,1:34.523,4,10.21,1:35.160,1,9.87,1:34.355
