ZHANG Tianyi POSITION,ZHANG Tianyi LAP TIME,ZHANG Tianyi ELAPSED TIME,Luca SPECHENHAUSER POSITION,Luca SPECHENHAUSER LAP TIME,Luca SPECHENHAUSER ELAPSED TIME,Jens van 'T WOUT POSITION,Jens van 'T WOUT LAP TIME,Jens van 'T WOUT ELAPSED TIME,Peter RICHES POSITION,Peter RICHES LAP TIME,Peter RICHES ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME
5,13.01,13.01,2,12.75,,4,12.99,12.99,1,12.64,12.64,3,12.89,12.89
5,9.54,22.55,2,9.41,,3,9.29,22.28,1,9.49,22.13,4,9.52,22.41
5,9.53,32.08,1,9.62,,2,9.58,31.86,4,9.88,32.01,3,9.50,31.91
5,9.58,41.66,1,9.42,,2,9.43,41.29,4,9.49,41.50,3,9.47,41.38
5,9.26,50.92,1,9.25,,2,9.26,50.55,4,9.29,50.79,3,9.25,50.63
5,8.81,59.73,3,9.10,,1,8.79,59.34,4,8.84,59.63,2,8.80,59.43
5,8.79,1:08.52,3,8.86,,1,8.68,1:08.02,4,8.87,1:08.50,2,8.70,1:08.13
3,8.62,1:17.14,4,8.87,,1,8.68,1:16.70,5,8.98,1:17.48,2,8.68,1:16.81
0,8.59,1:25.73,4,8.83,,1,8.89,1:25.59,5,8.84,1:26.32,0,8.89,1:25.70
