Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME
4,21.032,21.032,3,17.340,17.340,2,15.425,15.425,1,14.904,14.904
4,10.804,31.836,2,9.246,26.586,3,11.219,26.644,1,11.252,26.156
4,10.240,42.076,2,10.520,37.105,3,10.586,37.230,1,10.667,36.823
4,10.515,52.591,3,10.490,47.596,2,10.334,47.564,1,10.318,47.141
4,10.810,1:03.401,2,9.584,57.180,3,9.785,57.349,1,9.917,57.057
4,11.163,1:14.564,2,9.845,1:07.025,3,9.726,1:07.075,1,9.804,1:06.861
4,11.810,1:26.374,3,9.794,1:16.819,1,9.637,1:16.712,2,9.855,1:16.716
4,11.855,1:38.229,2,9.435,1:26.254,1,9.381,1:26.094,3,10.154,1:26.870
4,11.329,1:49.558,2,9.763,1:36.017,1,9.529,1:35.622,3,10.371,1:37.241
