Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME,Stefan-Teodor FRIGHENCIU POSITION,Stefan-Teodor FRIGHENCIU LAP TIME,Stefan-Teodor FRIGHENCIU ELAPSED TIME,LAI Yi-Siang POSITION,LAI Yi-Siang LAP TIME,LAI Yi-Siang ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,Joshua KAH POSITION,Joshua KAH LAP TIME,Joshua KAH ELAPSED TIME
1,6.97,6.97,4,8.01,8.01,5,8.18,8.18,2,7.22,7.22,3,7.33,7.33
1,9.21,16.18,4,10.63,18.64,5,10.47,18.65,2,9.31,16.53,3,9.38,16.71
1,8.89,25.07,5,10.47,29.11,4,9.47,28.12,2,9.11,25.64,3,8.95,25.66
1,9.05,34.12,5,10.55,39.66,4,9.64,37.76,3,9.38,35.02,2,9.18,34.84
1,9.36,43.48,5,10.85,50.51,4,9.94,47.70,3,9.46,44.48,2,9.18,44.02
