LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
1,7.04,7.04,2,7.15,7.15,4,7.41,7.41,3,7.30,7.30
1,8.97,16.01,2,9.02,16.17,4,9.26,16.67,3,9.05,16.35
1,8.45,24.46,2,8.45,24.62,4,8.81,25.48,3,8.75,25.10
1,8.64,33.10,2,8.72,33.34,4,8.94,34.42,3,8.85,33.95
1,8.82,41.912,2,8.88,42.218,4,9.18,43.596,3,9.18,43.121
