SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
1,6.690,6.690,3,7.010,7.010,2,6.980,6.980,4,7.230,7.230
1,9.150,15.840,2,8.910,15.930,3,9.090,16.080,4,9.180,16.410
1,8.740,24.590,2,8.820,24.750,3,8.830,24.910,4,9.100,25.520
1,8.950,33.540,2,9.010,33.770,3,8.980,33.900,4,9.390,34.910
1,9.150,42.700,3,9.620,43.390,2,9.320,43.230,4,10.100,45.010
