Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Ariff Rasydan MOHAMAD FADZLI POSITION,Ariff Rasydan MOHAMAD FADZLI LAP TIME,Ariff Rasydan MOHAMAD FADZLI ELAPSED TIME
1,7.26,7.26,2,7.48,7.48,4,13.61,13.61,3,8.52,8.52
1,9.63,16.89,2,9.55,17.03,4,12.23,25.84,3,10.74,19.26
1,9.18,26.07,2,9.17,26.20,4,11.01,36.85,3,10.19,29.45
1,9.30,35.37,2,9.28,35.48,4,10.74,47.59,3,10.31,39.76
1,9.44,44.801,2,9.39,44.864,0,,PEN,0,,PEN
