Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,Florian BECKER POSITION,Florian BECKER LAP TIME,Florian BECKER ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
2,7.22,7.22,5,7.54,7.54,1,7.13,7.13,3,7.28,7.28,4,7.48,7.48
3,9.27,16.49,5,9.55,17.09,1,9.14,16.27,2,9.08,16.36,4,9.12,16.60
3,8.56,25.05,5,8.81,25.90,2,8.68,24.95,1,8.44,24.80,4,8.60,25.20
3,8.69,33.74,5,8.92,34.82,2,8.69,33.64,1,8.51,33.31,4,8.66,33.86
3,8.94,42.68,5,9.26,44.08,2,8.90,42.54,1,8.61,41.92,4,8.88,42.74
