HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME
1,6.77,6.77,2,6.95,6.95,4,7.22,7.22,3,7.14,7.14,5,7.42,7.42
1,8.86,15.63,2,8.99,15.94,4,9.20,16.42,3,8.91,16.05,5,9.15,16.57
1,8.47,24.10,2,8.62,24.56,4,8.56,24.98,3,8.55,24.60,5,8.67,25.24
1,8.64,32.74,2,8.87,33.43,4,8.74,33.72,3,8.92,33.52,5,9.04,34.28
1,8.83,41.562,3,9.20,42.626,4,8.95,42.666,2,8.83,42.350,5,9.45,43.721
