Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
1,6.650,6.650,2,6.760,6.760,4,7.310,7.310,3,7.300,7.300
1,9.320,15.980,2,9.290,16.060,4,9.960,17.270,3,8.920,16.220
1,8.960,24.950,2,8.910,24.970,4,8.080,25.360,3,8.990,25.220
1,9.010,33.960,2,9.220,34.190,3,8.900,34.260,4,17.810,43.030
1,9.340,43.300,3,13.070,47.270,2,9.910,44.180,4,17.430,1:00.470
