SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME
2,7.17,7.17,3,7.26,7.26,1,6.99,6.99,4,7.29,7.29
2,8.93,16.10,4,9.34,16.60,1,8.80,15.79,3,9.01,16.30
2,8.48,24.58,4,9.04,25.64,1,8.50,24.29,3,8.44,24.74
2,8.44,33.02,4,9.05,34.69,1,8.66,32.95,3,8.33,33.07
2,,41.768,4,9.58,44.27,1,,41.684,3,8.79,41.888
