SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
2,13.99,13.99,3,14.11,14.11,4,14.25,14.25,5,24.93,,1,13.80,13.80
2,11.19,25.18,3,11.13,25.24,4,11.12,25.37,5,11.76,,1,11.27,25.07
3,10.18,35.36,1,9.83,35.07,4,10.14,35.51,5,10.29,,2,10.15,35.22
3,9.80,45.16,2,9.96,45.03,4,9.77,45.28,5,10.64,,1,9.80,45.02
3,9.75,54.91,2,9.81,54.84,4,9.73,55.01,5,11.28,,1,9.74,54.76
3,9.94,1:04.85,2,9.93,1:04.77,4,9.94,1:04.95,5,12.24,,1,9.90,1:04.66
1,9.77,1:14.62,3,9.99,1:14.76,4,9.99,1:14.94,5,13.28,,2,9.97,1:14.63
1,9.22,1:23.84,3,9.63,1:24.39,4,9.93,1:24.87,5,11.79,,2,9.65,1:24.28
1,9.42,1:33.26,3,9.67,1:34.06,4,10.37,1:35.245,5,16.04,,2,9.67,1:33.95
