SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,6.790,6.790,3,7.160,7.160,2,6.950,6.950,4,7.270,7.270
1,9.390,16.190,3,9.940,17.110,2,9.320,16.270,4,9.460,16.730
1,9.050,25.250,3,9.910,27.020,2,9.020,25.300,4,9.240,25.970
1,9.210,34.460,3,9.780,36.800,2,9.280,34.580,4,9.520,35.500
2,9.680,44.140,3,10.390,47.190,1,9.450,44.040,4,9.950,45.450
