Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
1,7.160,7.160,2,7.330,7.330,4,7.740,7.740,3,7.530,7.530
1,9.710,16.870,2,9.680,17.020,4,9.720,17.460,3,9.500,17.030
3,9.370,26.240,2,9.200,26.220,4,9.180,26.650,1,9.150,26.190
1,9.390,35.640,3,9.500,35.730,4,9.630,36.280,2,9.500,35.690
3,9.830,45.470,2,9.680,45.410,4,10.010,46.300,1,9.700,45.390
