Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME
1,6.81,6.81,2,7.02,7.02,3,7.16,7.16,4,7.33,7.33,5,7.39,7.39
1,8.85,15.66,2,8.78,15.80,3,8.75,15.91,4,8.87,16.20,5,9.18,16.57
1,8.38,24.04,2,8.37,24.17,3,8.36,24.27,4,8.44,24.64,5,8.87,25.44
1,8.49,32.53,3,8.72,32.89,2,8.49,32.76,4,8.58,33.22,5,9.01,34.45
1,8.71,41.24,5,20.90,53.799,2,8.64,41.40,3,8.70,41.922,4,9.34,43.795
