Tereza PFEIFEROVA POSITION,Tereza PFEIFEROVA LAP TIME,Tereza PFEIFEROVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,MATVEEVA Anna POSITION,MATVEEVA Anna LAP TIME,MATVEEVA Anna ELAPSED TIME,AMIRGALIYEVA Aliya POSITION,AMIRGALIYEVA Aliya LAP TIME,AMIRGALIYEVA Aliya ELAPSED TIME
2,7.58,7.58,1,7.45,7.45,3,7.73,7.73,4,7.98,7.98,5,8.00,8.00
2,9.48,17.06,1,9.50,16.95,3,9.48,17.21,4,9.90,17.88,5,10.27,18.27
2,8.93,25.99,1,8.92,25.87,3,8.88,26.09,4,9.17,27.05,5,9.31,27.58
2,9.11,35.10,1,9.11,34.98,3,9.13,35.22,4,9.26,36.31,5,9.49,37.07
2,9.38,44.48,1,9.40,44.38,3,9.32,44.545,4,9.45,45.764,5,9.73,46.805
