J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
2,7.160,7.160,3,7.654,7.654,5,7.780,7.780,1,6.875,6.875,4,7.736,7.736
2,9.279,16.439,4,9.573,17.227,5,9.870,17.650,1,8.992,15.867,3,8.901,16.636
2,8.844,25.282,4,9.238,26.464,5,20.931,38.580,1,9.040,24.906,3,9.186,25.822
2,8.976,34.258,4,9.533,35.997,5,11.167,49.747,1,9.180,34.085,3,9.455,35.277
2,9.54,43.789,4,9.93,45.918,5,11.00,1:00.743,1,9.42,43.503,3,9.58,44.855
