CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME
1,7.26,7.26,3,7.60,,2,7.36,7.36,4,7.66,7.66
1,9.25,16.51,4,9.45,,2,9.25,16.61,3,9.24,16.90
1,8.76,25.27,4,8.76,,2,8.81,25.42,3,8.76,25.66
1,9.05,34.32,4,8.91,,2,9.04,34.46,3,8.92,34.58
1,9.29,43.61,4,17.65,,2,9.28,43.74,3,9.61,44.19
