SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
5,13.63,13.63,4,13.57,13.57,3,13.48,13.48,1,13.27,13.27,2,13.36,13.36
5,10.47,24.10,4,10.41,23.98,3,10.33,23.81,2,10.47,23.74,1,10.29,23.65
5,10.05,34.15,4,10.07,34.05,3,10.06,33.87,2,10.09,33.83,1,10.08,33.73
5,9.86,44.01,4,9.85,43.90,2,9.76,43.63,3,9.92,43.75,1,9.76,43.49
5,9.58,53.59,4,9.59,53.49,2,9.58,53.21,3,9.58,53.33,1,9.61,53.10
5,9.36,1:02.95,4,9.36,1:02.85,3,9.34,1:02.55,2,9.11,1:02.44,1,9.26,1:02.36
5,9.30,1:12.25,4,9.31,1:12.16,3,9.25,1:11.80,2,9.06,1:11.50,1,9.03,1:11.39
5,9.53,1:21.78,4,9.53,1:21.69,3,9.31,1:21.11,2,9.12,1:20.62,1,9.13,1:20.52
4,9.81,1:31.593,5,10.12,1:31.814,3,9.58,1:30.695,2,9.29,1:29.91,1,9.25,1:29.77
