OH Se-Jong POSITION,OH Se-Jong LAP TIME,OH Se-Jong ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
3,13.349,13.349,1,12.841,12.841,2,13.346,13.346,4,13.682,13.682
2,9.505,22.854,1,9.866,22.707,3,9.687,23.033,4,9.508,23.189
3,9.143,31.996,1,9.245,31.951,2,8.957,31.989,4,9.069,32.258
1,9.040,41.036,3,9.173,41.124,2,9.094,41.083,4,9.078,41.335
2,8.868,49.903,1,8.436,49.559,3,8.894,49.976,4,8.971,50.306
2,8.972,58.875,1,9.206,58.764,4,8.923,58.899,3,8.577,58.883
1,8.661,1:07.535,2,9.125,1:07.889,4,9.125,1:08.024,3,9.038,1:07.921
2,9.263,1:16.798,3,8.930,1:16.818,4,9.125,1:17.149,1,8.766,1:16.686
4,8.93,1:25.727,2,8.70,1:25.515,3,8.46,1:25.605,1,8.72,1:25.399
