Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME
1,7.02,7.02,2,7.05,7.05,3,7.19,7.19,4,7.31,7.31
1,9.14,16.16,2,9.25,16.30,4,9.34,16.53,3,9.10,16.41
1,8.55,24.71,2,8.53,24.83,4,8.49,25.02,3,8.53,24.94
1,8.55,33.26,3,8.66,33.49,2,8.43,33.45,4,8.63,33.57
1,8.69,41.95,2,8.77,42.262,3,8.82,42.276,4,9.22,42.791
