Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,KIM Seoung Il POSITION,KIM Seoung Il LAP TIME,KIM Seoung Il ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
2,13.36,13.36,3,13.47,13.47,1,13.26,13.26,4,13.59,13.59
3,10.17,23.53,1,9.74,23.21,2,10.13,23.39,4,10.04,23.63
3,9.33,32.86,1,9.43,32.64,2,9.37,32.76,4,9.34,32.97
3,9.43,42.29,1,9.38,42.02,2,9.41,42.17,4,9.42,42.39
3,8.95,51.24,1,9.04,51.06,2,9.00,51.17,4,8.97,51.36
3,9.03,1:00.27,1,9.01,1:00.07,2,9.00,1:00.17,4,9.06,1:00.42
3,8.97,1:09.24,1,8.99,1:09.06,2,8.97,1:09.14,4,8.91,1:09.33
3,9.08,1:18.32,1,9.03,1:18.09,2,9.08,1:18.22,4,9.04,1:18.37
3,9.27,1:27.587,1,9.07,1:27.154,2,9.04,1:27.259,4,9.93,1:28.298
