BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME
2,7.25,7.25,3,7.50,7.50,1,7.05,7.05,4,7.60,7.60
2,9.11,16.36,3,9.74,17.24,1,9.07,16.12,4,9.72,17.32
2,8.85,25.21,4,9.82,27.06,1,8.94,25.06,3,9.56,26.88
2,8.95,34.16,4,9.79,36.85,1,8.91,33.97,3,9.56,36.44
2,9.12,43.274,4,9.99,46.833,1,9.18,43.147,3,9.75,46.186
