Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Nikolay FEDORENKO POSITION,Nikolay FEDORENKO LAP TIME,Nikolay FEDORENKO ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME
2,7.096,7.096,3,7.300,7.300,4,7.419,7.419,1,6.742,6.742
2,9.427,16.522,3,9.378,16.678,4,9.433,16.852,1,9.548,16.289
2,9.124,25.645,3,9.128,25.806,4,8.955,25.807,1,9.097,25.386
2,9.039,34.684,3,9.044,34.849,4,9.062,34.868,1,8.954,34.339
1,9.12,43.801,3,9.12,43.968,4,9.29,44.151,2,9.48,43.819
