Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Serge PLANCHER POSITION,Serge PLANCHER LAP TIME,Serge PLANCHER ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
4,7.140,7.140,3,7.090,7.090,2,7.030,7.030,1,7.020,7.020,5,7.450,7.450
2,9.430,16.570,5,13.510,20.600,3,9.560,16.590,1,9.450,16.470,4,9.690,17.140
2,8.910,25.490,5,16.410,37.010,3,8.950,25.540,1,8.910,25.390,4,9.310,26.450
2,8.940,34.430,5,15.230,52.250,3,8.930,34.470,1,8.960,34.360,4,9.350,35.810
3,9.410,43.850,5,15.580,1:07.830,2,9.340,43.810,1,9.360,43.720,4,9.770,45.580
