Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
3,13.15,13.15,2,13.12,13.12,4,13.27,13.27,1,13.07,13.07,5,13.46,13.46
3,10.25,23.40,2,10.18,23.30,4,10.22,23.49,1,10.15,23.22,5,10.17,23.63
3,10.32,33.72,1,10.26,33.56,4,10.35,33.84,2,10.36,33.58,5,10.39,34.02
3,9.81,43.53,2,9.88,43.44,4,9.78,43.62,1,9.76,43.34,5,9.76,43.78
3,10.02,53.55,2,10.00,53.44,4,10.04,53.66,1,10.04,53.38,5,10.01,53.79
3,9.95,1:03.50,2,9.98,1:03.42,4,9.94,1:03.60,1,9.95,1:03.33,5,9.95,1:03.74
3,9.74,1:13.24,2,9.75,1:13.17,4,9.73,1:13.33,1,9.75,1:13.08,5,9.84,1:13.58
3,9.73,1:22.97,2,9.72,1:22.89,4,9.76,1:23.09,1,9.73,1:22.81,5,9.74,1:23.32
3,9.73,1:32.701,2,9.71,1:32.598,4,9.78,1:32.864,1,9.74,1:32.546,5,9.99,1:33.310
