Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME,TSOGGEREL Davaanyam POSITION,TSOGGEREL Davaanyam LAP TIME,TSOGGEREL Davaanyam ELAPSED TIME,KWON Ki-Deok POSITION,KWON Ki-Deok LAP TIME,KWON Ki-Deok ELAPSED TIME
1,6.944,6.944,3,7.348,7.348,4,8.112,8.112,2,6.985,6.985
1,9.396,16.339,3,10.400,17.748,4,11.813,19.925,2,9.396,16.380
1,9.560,25.899,3,9.835,27.582,4,12.356,32.280,2,9.558,25.938
1,9.378,35.276,3,10.013,37.595,4,12.114,44.394,2,11.228,37.165
2,11.94,47.207,3,10.66,48.255,4,12.60,56.986,1,7.93,45.088
