Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
1,6.84,6.84,2,7.03,7.03,3,7.16,7.16,4,7.66,7.66
1,9.01,15.85,2,8.89,15.92,3,8.96,16.12,4,9.39,17.05
1,8.64,24.49,2,8.64,24.56,3,8.63,24.75,4,9.10,26.15
1,8.81,33.30,2,8.77,33.33,3,8.83,33.58,4,9.20,35.35
2,8.94,42.237,1,8.84,42.164,3,9.03,42.608,4,9.43,44.774
