J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,6.91,6.91,3,7.19,7.19,2,6.92,6.92
1,8.94,15.86,3,9.08,16.27,2,9.07,15.99
1,8.60,24.47,3,8.87,25.15,2,8.78,24.77
1,8.64,33.11,3,8.71,33.86,2,8.95,33.72
1,8.98,42.089,3,9.38,43.231,2,9.40,43.116
