Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,Oliwia GAWLICA POSITION,Oliwia GAWLICA LAP TIME,Oliwia GAWLICA ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME
1,7.25,7.25,2,7.54,7.54,3,7.78,7.78,4,7.89,7.89
1,9.41,16.66,2,9.61,17.15,4,9.85,17.63,3,9.45,17.34
1,8.89,25.55,3,20.75,37.90,4,32.56,50.19,2,9.18,26.52
1,8.91,34.46,3,13.72,51.62,4,16.64,1:06.83,2,8.98,35.50
1,9.16,43.613,2,11.55,1:03.166,3,12.77,1:19.595,0,,PEN
