TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME,Koen SLOOTWEG POSITION,Koen SLOOTWEG LAP TIME,Koen SLOOTWEG ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,Martinius ELVEBAKKEN POSITION,Martinius ELVEBAKKEN LAP TIME,Martinius ELVEBAKKEN ELAPSED TIME,Artsem ALIATDZINAU POSITION,Artsem ALIATDZINAU LAP TIME,Artsem ALIATDZINAU ELAPSED TIME
2,7.37,7.37,1,7.06,7.06,3,7.58,7.58,4,7.76,7.76,5,7.89,7.89
2,9.39,16.76,1,9.27,16.33,3,9.21,16.79,4,9.60,17.36,5,9.78,17.67
2,8.82,25.58,1,8.94,25.27,3,9.05,25.84,4,9.51,26.87,5,9.44,27.11
2,8.92,34.50,1,9.08,34.35,3,8.97,34.81,4,9.66,36.53,5,9.66,36.77
2,9.34,43.819,1,9.32,43.661,3,9.30,44.099,4,9.98,46.486,5,9.90,46.649
