Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME
1,6.76,6.76,2,6.95,6.95,3,7.08,7.08,4,7.31,7.31
1,8.76,15.52,2,8.80,15.75,3,8.83,15.91,4,9.22,16.53
1,8.43,23.95,2,8.58,24.33,3,8.55,24.46,4,9.00,25.53
1,8.57,32.52,3,8.87,33.20,2,8.58,33.04,4,9.21,34.74
1,8.90,41.420,3,9.08,42.272,2,8.99,42.021,4,9.45,44.184
