WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
1,6.77,6.77,3,7.18,7.18,5,7.55,7.55,2,6.94,6.94,4,7.28,7.28
1,8.98,15.75,3,9.10,16.28,5,9.18,16.73,2,9.00,15.94,4,9.20,16.48
1,8.67,24.42,3,8.64,24.92,5,8.62,25.35,2,8.58,24.52,4,8.75,25.23
1,8.73,33.15,3,8.90,33.82,5,8.92,34.27,2,8.80,33.32,4,8.84,34.07
1,8.97,42.112,3,9.12,42.938,5,9.48,43.744,2,9.04,42.354,4,9.06,43.130
