Kaloyan ANGELOV POSITION,Kaloyan ANGELOV LAP TIME,Kaloyan ANGELOV ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME
4,13.62,13.62,1,13.26,13.26,3,13.57,13.57,2,13.39,13.39,5,13.64,13.64
5,10.83,24.45,1,10.60,23.86,3,10.56,24.13,2,10.63,24.02,4,10.59,24.23
5,10.26,34.71,1,10.37,34.23,4,10.27,34.40,3,10.29,34.31,2,10.02,34.25
5,9.85,44.56,2,9.70,43.93,4,9.64,44.04,3,9.72,44.03,1,9.57,43.82
5,9.95,54.51,2,9.41,53.34,1,9.14,53.18,3,9.42,53.45,4,9.65,53.47
5,10.43,1:04.94,2,9.13,1:02.47,1,9.16,1:02.34,3,9.19,1:02.64,4,9.35,1:02.82
5,10.98,1:15.92,1,9.07,1:11.54,1,9.20,1:11.54,3,9.04,1:11.68,4,9.20,1:12.02
5,11.55,1:27.47,1,9.13,1:20.67,3,9.46,1:21.00,2,9.16,1:20.84,4,9.59,1:21.61
5,11.98,1:39.45,1,9.22,1:29.89,3,9.60,1:30.60,2,9.23,1:30.07,4,10.22,1:31.83
