EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME,PARK Jang Hyuk POSITION,PARK Jang Hyuk LAP TIME,PARK Jang Hyuk ELAPSED TIME,Ryuta INOUE POSITION,Ryuta INOUE LAP TIME,Ryuta INOUE ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME
4,12.51,12.51,1,12.18,12.18,6,12.73,12.73,7,12.83,12.83,3,12.34,12.34,2,12.27,12.27,5,12.60,12.60
4,9.12,21.63,3,9.37,21.55,6,9.08,21.81,7,9.09,21.92,1,8.90,21.24,2,9.18,21.45,5,9.11,21.71
4,8.92,30.55,3,8.91,30.46,6,8.95,30.76,7,8.98,30.90,1,8.85,30.09,2,8.91,30.36,5,8.93,30.64
4,8.79,39.34,3,8.78,39.24,6,8.82,39.58,7,8.83,39.73,1,8.90,38.99,2,8.77,39.13,5,8.83,39.47
4,8.83,48.17,3,8.88,48.12,6,8.82,48.40,7,8.75,48.48,1,8.91,47.90,2,8.90,48.03,5,8.83,48.30
4,8.99,57.16,3,8.92,57.04,5,8.86,57.26,7,9.01,57.49,1,9.00,56.90,2,8.98,57.01,6,9.03,57.33
3,9.01,1:06.17,2,8.96,1:06.00,5,8.92,1:06.18,6,9.04,1:06.53,1,9.00,1:05.90,3,9.16,1:06.17,7,9.34,1:06.67
3,9.04,1:15.21,2,9.13,1:15.13,4,9.12,1:15.30,6,9.46,1:15.99,1,9.14,1:15.04,5,9.45,1:15.62,7,9.34,1:16.01
3,9.35,1:24.56,2,9.33,1:24.46,4,9.33,1:24.63,7,9.97,1:25.944,1,9.35,1:24.39,5,9.61,1:25.222,6,9.61,1:25.602
