Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME
1,7.02,7.02,3,7.22,7.22,2,7.10,7.10,4,7.35,7.35,5,7.89,7.89
1,9.02,16.04,3,9.06,16.28,2,9.07,16.17,4,9.21,16.56,5,9.56,17.45
1,8.58,24.62,2,8.49,24.77,3,8.72,24.89,4,8.74,25.30,5,9.17,26.62
1,8.72,33.34,2,8.79,33.56,3,8.85,33.74,4,8.87,34.17,5,9.54,36.16
1,8.97,42.31,2,8.91,42.47,3,8.95,42.674,4,9.11,43.270,5,9.68,45.820
