GAERTNER Anna Katharina POSITION,GAERTNER Anna Katharina LAP TIME,GAERTNER Anna Katharina ELAPSED TIME,DAUDET Gwendoline POSITION,DAUDET Gwendoline LAP TIME,DAUDET Gwendoline ELAPSED TIME,WANG Xiran POSITION,WANG Xiran LAP TIME,WANG Xiran ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
4,7.93,7.93,3,7.54,7.54,1,7.53,7.53,1,7.53,7.53
4,9.92,17.85,3,9.76,17.30,2,9.57,17.10,1,9.44,16.97
4,9.28,27.13,3,9.53,26.83,2,8.97,26.07,1,8.92,25.89
4,9.43,36.56,3,9.65,36.48,2,9.03,35.10,1,9.02,34.91
4,9.64,46.20,3,9.65,46.13,2,9.27,44.37,1,9.28,44.19
