Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
1,7.527,7.527,2,7.736,7.736,3,7.878,7.878,4,7.896,7.896
1,9.874,17.400,2,10.148,17.884,4,10.458,18.336,3,10.020,17.916
1,9.626,27.025,3,9.845,27.728,4,9.830,28.166,2,9.774,27.689
1,9.911,36.936,3,10.056,37.783,4,10.062,38.227,2,9.725,37.414
1,10.36,47.291,3,10.41,48.189,4,10.32,48.544,2,10.01,47.418
