Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,GONG Li POSITION,GONG Li LAP TIME,GONG Li ELAPSED TIME,Renee Marie STEENGE POSITION,Renee Marie STEENGE LAP TIME,Renee Marie STEENGE ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Petra VANKOVA POSITION,Petra VANKOVA LAP TIME,Petra VANKOVA ELAPSED TIME
1,7.32,7.32,2,7.51,7.51,3,7.62,7.62,4,7.83,7.83,5,8.24,8.24
1,9.46,16.78,2,9.40,16.91,3,9.45,17.07,4,9.47,17.30,5,9.99,18.23
1,8.86,25.64,2,8.85,25.76,3,8.95,26.02,4,8.95,26.25,5,9.37,27.60
1,8.89,34.53,2,8.91,34.67,3,9.03,35.05,4,9.17,35.42,5,9.56,37.16
1,9.02,43.55,2,9.05,43.72,3,9.23,44.28,4,9.45,44.844,5,9.72,46.871
