Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME
1,12.65,12.65,2,12.75,12.75,3,12.89,12.89,4,13.13,13.13
1,10.02,22.67,2,10.03,22.78,3,10.05,22.94,4,9.91,23.04
1,9.69,32.36,2,9.60,32.38,3,9.61,32.55,4,9.59,32.63
1,9.20,41.56,2,9.19,41.57,3,9.16,41.71,4,9.25,41.88
1,9.24,50.80,2,9.32,50.89,3,9.32,51.03,4,9.24,51.12
1,9.14,59.94,2,9.12,1:00.01,3,9.11,1:00.14,4,9.11,1:00.23
1,9.06,1:09.00,2,9.11,1:09.12,4,9.13,1:09.27,3,8.99,1:09.22
1,9.05,1:18.05,3,9.13,1:18.25,4,9.07,1:18.34,2,8.90,1:18.12
1,9.17,1:27.215,3,9.05,1:27.291,4,9.07,1:27.404,2,9.17,1:27.284
