Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Yonaton Spencer SUBIN POSITION,Yonaton Spencer SUBIN LAP TIME,Yonaton Spencer SUBIN ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME
2,15.22,15.22,4,15.47,15.47,3,15.36,15.36,1,14.91,14.91
2,10.94,26.16,4,10.89,26.36,3,10.90,26.26,1,11.00,25.91
3,10.18,36.34,4,10.21,36.57,2,10.05,36.31,1,10.40,36.31
1,9.63,45.97,4,10.16,46.73,2,9.73,46.04,3,9.92,46.23
1,9.47,55.44,4,10.15,56.88,2,9.49,55.53,3,9.50,55.73
1,9.31,1:04.75,4,10.29,1:07.17,2,9.31,1:04.84,3,9.59,1:05.32
1,9.44,1:14.19,4,10.60,1:17.77,2,9.43,1:14.27,3,9.79,1:15.11
1,9.57,1:23.76,4,11.05,1:28.82,2,9.57,1:23.84,3,10.17,1:25.28
1,9.73,1:33.484,4,11.21,1:40.030,2,9.80,1:33.639,3,10.62,1:35.894
