LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
3,7.08,7.08,1,6.84,6.84,4,7.16,7.16,2,6.96,6.96
3,8.90,15.98,1,8.96,15.80,4,9.07,16.23,2,8.93,15.89
3,8.44,24.42,1,8.48,24.28,4,8.34,24.57,2,8.45,24.34
2,8.56,32.98,1,8.65,32.93,4,8.45,33.02,3,8.67,33.01
3,8.78,41.752,1,8.74,41.662,2,8.73,41.744,4,9.03,42.037
