BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
0,15.005,15.005,0,14.629,14.629,0,15.041,15.041,0,15.067,15.067
0,10.764,25.769,0,10.952,25.580,0,10.974,26.015,0,11.181,26.248
0,10.649,36.417,0,10.768,36.348,0,10.762,36.777,0,10.468,36.715
0,10.878,47.295,0,10.921,47.269,0,10.813,47.590,0,10.936,47.652
0,10.939,58.234,0,10.948,58.216,0,10.948,58.539,0,10.994,58.645
0,10.730,1:08.964,0,10.739,1:08.955,0,10.681,1:09.220,0,10.489,1:09.134
0,9.982,1:18.946,0,9.940,1:18.895,0,9.870,1:19.089,0,10.027,1:19.161
0,9.456,1:28.402,0,9.423,1:28.318,0,9.477,1:28.566,0,8.935,1:28.096
0,9.704,1:38.106,0,9.690,1:38.008,0,9.685,1:38.251,0,10.275,1:38.371
