Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.780,6.780,2,7.000,7.000,4,7.350,7.350,3,7.320,7.320
1,9.210,16.000,2,9.310,16.310,3,9.210,16.560,4,9.360,16.680
1,8.910,24.910,2,8.910,25.220,4,9.310,25.880,3,8.730,25.410
1,8.970,33.890,2,8.800,34.030,4,8.620,34.510,3,9.010,34.420
1,9.210,43.100,2,9.310,43.340,4,9.370,43.880,3,9.430,43.860
