Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.750,6.750,2,7.000,7.000,3,7.010,7.010,4,7.130,7.130
1,9.220,15.980,2,9.250,16.260,4,9.900,16.910,3,9.400,16.540
1,8.700,24.680,3,8.950,25.210,4,8.660,25.580,2,8.620,25.160
1,9.030,33.720,3,9.200,34.410,4,9.980,35.560,2,9.140,34.300
1,9.340,43.060,3,9.340,43.760,4,9.930,45.490,2,8.810,43.110
