Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME
1,6.850,6.850,3,7.062,7.062,4,7.424,7.424,5,7.500,7.500,2,6.962,6.962
1,9.543,16.392,2,9.472,16.533,5,9.972,17.396,4,9.315,16.814,3,9.608,16.569
2,9.329,25.720,3,9.356,25.889,5,9.958,27.354,4,9.251,26.065,1,9.137,25.705
2,9.423,35.143,3,9.505,35.394,5,10.519,37.873,4,9.496,35.561,1,9.342,35.047
2,9.74,44.883,3,9.68,45.071,5,11.88,49.751,4,9.75,45.310,1,9.53,44.574
