CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,6.84,6.84,2,7.04,7.04,3,7.18,7.18,4,7.38,7.38
1,9.08,15.92,2,9.06,16.10,3,9.10,16.28,4,9.04,16.42
1,8.73,24.65,2,8.83,24.93,3,8.74,25.02,4,8.67,25.09
1,8.80,33.45,2,8.90,33.83,3,8.89,33.91,4,8.90,33.99
1,8.86,42.309,2,9.13,42.958,3,9.06,42.966,4,9.04,43.029
