Elisabeth WITT POSITION,Elisabeth WITT LAP TIME,Elisabeth WITT ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Samra SELIMBEGOVIC POSITION,Samra SELIMBEGOVIC LAP TIME,Samra SELIMBEGOVIC ELAPSED TIME,Natalija SMOGAR POSITION,Natalija SMOGAR LAP TIME,Natalija SMOGAR ELAPSED TIME
1,7.92,7.92,2,8.05,8.05,3,8.26,8.26,4,13.68,13.68
2,10.57,18.49,1,10.21,18.26,3,10.55,18.81,4,15.49,29.17
2,9.95,28.44,1,9.64,27.90,3,10.01,28.82,4,11.47,40.64
2,10.24,38.68,1,9.84,37.74,3,10.30,39.12,4,11.32,51.96
2,10.57,49.247,1,10.17,47.907,3,10.57,49.684,4,12.00,1:03.959
