CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,BLAIS Danae POSITION,BLAIS Danae LAP TIME,BLAIS Danae ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME
1,14.73,14.73,1,14.73,14.73,4,14.95,14.95,3,14.74,14.74
1,10.75,25.48,2,10.86,25.59,4,10.86,25.81,3,10.94,25.68
1,11.26,36.74,2,11.28,36.87,4,11.33,37.14,3,11.31,36.99
2,10.70,47.44,1,10.48,47.35,4,10.56,47.70,3,10.55,47.54
2,9.97,57.41,1,9.89,57.24,4,9.96,57.66,3,9.91,57.45
2,9.47,1:06.88,1,9.52,1:06.76,4,9.51,1:07.17,3,9.52,1:06.97
2,9.46,1:16.34,1,9.47,1:16.23,4,9.40,1:16.57,3,9.46,1:16.43
2,9.51,1:25.85,1,9.52,1:25.75,4,9.51,1:26.08,3,9.50,1:25.93
0,9.61,1:35.46,1,9.66,1:35.41,4,9.60,1:35.68,0,9.54,1:35.47
