Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME
3,7.135,7.135,1,6.664,6.664,2,6.985,6.985,4,8.920,8.920
3,9.072,16.208,1,9.105,15.769,2,9.133,16.118,4,10.349,19.269
3,8.777,24.985,1,8.890,24.659,2,8.732,24.850,4,9.347,28.616
3,8.817,33.801,1,8.832,33.491,2,8.900,33.750,4,9.456,38.073
2,9.174,42.975,1,9.165,42.656,3,9.421,43.171,4,9.830,47.903
