Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Jelle de BRUYN POSITION,Jelle de BRUYN LAP TIME,Jelle de BRUYN ELAPSED TIME
2,6.976,6.976,1,6.835,6.835,3,7.229,7.229,4,7.499,7.499
2,9.509,16.485,1,9.102,15.936,3,9.364,16.593,4,9.283,16.782
2,8.938,25.423,1,8.927,24.863,3,9.165,25.757,4,9.112,25.893
2,9.060,34.483,1,8.957,33.820,3,8.985,34.742,4,9.428,35.320
2,9.28,43.760,1,9.36,43.178,3,9.13,43.872,4,9.48,44.797
