Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME
1,6.76,6.76,2,6.94,6.94,4,7.54,7.54,3,7.24,7.24
1,9.09,15.86,2,9.07,16.01,4,9.74,17.28,3,9.24,16.49
1,8.78,24.64,2,9.04,25.06,4,8.97,26.26,3,9.18,25.67
1,8.98,33.63,2,9.04,34.10,4,9.32,35.58,3,9.52,35.20
1,9.38,43.010,2,9.89,43.988,4,9.95,45.522,3,9.84,45.039
