SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Sam van SPEYBROECK POSITION,Sam van SPEYBROECK LAP TIME,Sam van SPEYBROECK ELAPSED TIME,Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME
1,13.45,13.45,4,13.66,13.66,3,13.63,13.63,2,13.56,13.56,5,13.83,13.83
1,10.78,24.23,4,10.82,24.48,3,10.74,24.37,2,10.79,24.35,5,10.72,24.55
1,10.08,34.31,3,10.02,34.50,5,10.33,34.70,2,10.07,34.42,4,10.03,34.58
1,9.89,44.20,3,9.95,44.45,4,9.81,44.51,2,9.90,44.32,5,9.99,44.57
1,9.52,53.72,3,9.54,53.99,4,9.56,54.07,2,9.59,53.91,5,9.62,54.19
1,9.25,1:02.97,2,9.37,1:03.36,4,9.43,1:03.50,3,9.47,1:03.38,5,9.45,1:03.64
1,9.34,1:12.31,4,10.11,1:13.47,2,9.63,1:13.13,5,29.33,1:32.71,3,9.61,1:13.25
1,9.56,1:21.87,4,9.69,1:23.16,2,9.62,1:22.75,5,14.81,1:47.52,3,9.59,1:22.84
1,9.85,1:31.716,0,,PEN,2,9.93,1:32.676,0,,PEN,3,9.94,1:32.773
