TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,IVANDIC Maja POSITION,IVANDIC Maja LAP TIME,IVANDIC Maja ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME
1,13.93,13.93,5,14.43,14.43,2,14.04,14.04,4,14.28,14.28,3,14.15,14.15
1,10.39,24.32,5,10.55,24.98,2,10.45,24.49,4,10.50,24.78,3,10.44,24.59
1,9.79,34.11,5,9.88,34.86,2,9.72,34.21,4,9.70,34.48,3,9.72,34.31
1,9.68,43.79,5,9.97,44.83,3,9.67,43.88,4,9.52,44.00,2,9.53,43.84
4,9.79,53.58,5,10.32,55.15,2,9.50,53.38,3,9.55,53.55,1,9.23,53.07
4,9.61,1:03.19,5,10.86,1:06.01,3,9.28,1:02.66,2,8.97,1:02.52,1,9.35,1:02.42
4,9.72,1:12.91,5,11.22,1:17.23,3,9.51,1:12.17,2,9.54,1:12.06,1,9.54,1:11.96
4,9.92,1:22.83,5,11.55,1:28.78,3,9.78,1:21.95,2,9.76,1:21.82,1,9.76,1:21.72
4,10.19,1:33.02,5,12.03,1:40.81,3,10.06,1:32.01,2,9.91,1:31.73,1,9.92,1:31.64
