Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,KIM Yong-Sung POSITION,KIM Yong-Sung LAP TIME,KIM Yong-Sung ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
1,6.92,6.92,3,7.07,7.07,2,6.94,6.94,4,7.37,7.37
1,9.11,16.04,3,9.20,16.27,2,9.28,16.23,4,9.71,17.08
1,8.84,24.88,3,8.94,25.22,2,8.90,25.13,4,9.52,26.61
1,8.84,33.73,2,8.71,33.94,3,8.84,33.97,4,9.61,36.22
1,9.18,42.907,0,,DQ,2,9.76,43.724,3,9.85,46.068
