Warre Van DAMME POSITION,Warre Van DAMME LAP TIME,Warre Van DAMME ELAPSED TIME,Stefan-Teodor FRIGHENCIU POSITION,Stefan-Teodor FRIGHENCIU LAP TIME,Stefan-Teodor FRIGHENCIU ELAPSED TIME,MILOVANOV Sergei POSITION,MILOVANOV Sergei LAP TIME,MILOVANOV Sergei ELAPSED TIME,Mateusz MIKOLAJUK POSITION,Mateusz MIKOLAJUK LAP TIME,Mateusz MIKOLAJUK ELAPSED TIME,Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME
3,12.95,12.95,5,13.84,,2,12.24,12.24,1,12.07,12.07,4,12.97,12.97
4,9.19,22.14,5,10.05,,2,9.16,21.40,1,9.18,21.25,3,8.90,21.87
4,9.14,31.28,5,10.00,,2,9.26,30.66,1,9.28,30.53,3,9.00,30.87
4,9.41,40.69,5,10.40,,2,9.39,40.05,1,9.33,39.86,3,9.30,40.17
4,9.64,50.33,5,11.05,,2,9.35,49.40,1,9.43,49.29,3,9.34,49.51
4,9.87,1:00.20,5,12.03,,2,9.52,58.92,1,9.49,58.78,3,9.52,59.03
4,10.15,1:10.35,5,14.09,,1,9.23,1:08.15,2,9.56,1:08.34,3,9.39,1:08.42
4,10.48,1:20.83,5,12.76,,1,9.10,1:17.25,3,9.66,1:18.00,2,9.13,1:17.55
4,10.43,1:31.26,5,16.87,1:51.09,1,9.29,1:26.54,3,9.71,1:27.71,2,9.41,1:26.96
