CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
2,7.54,7.54,1,7.36,7.36,3,7.90,7.90,4,7.98,7.98
2,9.58,17.12,1,9.32,16.68,3,10.01,17.91,4,9.98,17.96
2,9.04,26.16,1,8.93,25.61,3,9.54,27.45,4,9.66,27.62
2,9.17,35.33,1,9.10,34.71,3,9.60,37.05,4,9.54,37.16
2,9.46,44.784,1,9.28,43.989,3,9.77,46.811,4,9.78,46.934
