Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
1,7.363,7.363,3,7.666,7.666,4,7.751,7.751,2,7.656,7.656
1,9.692,17.054,2,9.778,17.443,4,9.959,17.709,3,9.891,17.547
1,9.299,26.353,3,9.372,26.815,4,9.190,26.899,2,9.078,26.624
1,9.493,35.845,3,9.479,36.294,4,9.407,36.305,2,9.385,36.009
1,9.87,45.709,3,9.57,45.856,4,9.70,45.996,2,9.77,45.776
