Matteo PEDRANZ POSITION,Matteo PEDRANZ LAP TIME,Matteo PEDRANZ ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,Stephane BARBERA PERALEDA POSITION,Stephane BARBERA PERALEDA LAP TIME,Stephane BARBERA PERALEDA ELAPSED TIME
2,15.31,15.31,3,15.40,15.40,4,15.56,,1,15.22,15.22,6,15.87,15.87,5,15.73,15.73
2,12.51,27.82,3,12.54,27.94,4,12.53,,1,12.49,27.71,6,12.44,28.31,5,12.46,28.19
1,11.71,39.53,4,11.89,39.83,3,11.63,,2,11.90,39.61,6,11.75,40.06,5,11.77,39.96
1,10.85,50.38,3,10.91,50.74,2,10.90,,4,11.14,50.75,6,11.00,51.06,5,10.96,50.92
1,10.03,1:00.41,3,9.83,1:00.57,2,9.87,,4,9.95,1:00.70,6,10.11,1:01.17,5,10.12,1:01.04
1,10.09,1:10.50,4,10.23,1:10.80,2,10.08,,3,9.97,1:10.67,6,9.98,1:11.15,5,10.10,1:11.14
1,9.59,1:20.09,4,9.69,1:20.49,2,9.59,,3,9.73,1:20.40,5,10.05,1:21.20,6,10.40,1:21.54
1,9.32,1:29.41,3,9.55,1:30.04,2,9.37,,4,9.85,1:30.25,5,10.21,1:31.41,6,10.43,1:31.97
1,9.44,1:38.817,2,9.83,1:39.852,2,9.36,,3,10.06,1:40.287,4,10.61,1:42.001,5,10.69,1:42.649
